business_id,name,address,latitude,longitude,tel,rating
NxRO16o53rjX1ieIg3r3Yw,Focacceria,"Markveien 34, 0554 Oslo, Norway",59.9237204721038,10.757359099346,+4722354060,4.5
0Vtwhny7jSeyBRUvyXNSFg,Markveien Mat & Vinhus,"Torvbakkgata 12, 0550 Oslo, Norway",59.919715148464,10.7571709338611,+4722372297,4.5
2g0V7GvKAuDOWQ5GPRMXNA,Trancher,"Thorvald Meyers gate 78, 0550 Oslo, Norway",59.9188805,10.7594948,+4722364760,4.5
5BcTE2GN6TIAoFuCrIGByw,Lofthus Samvirkelag Tranen,"Waldemar Thranes gate 70, 0173 Oslo, Norway",59.928142,10.749289,+4722600666,4.5
WIHDayeaFlFMkaOar57NdQ,Rodin's Bistro & Bar,"Karl Johans gate 12, 0154 Oslo, Norway",,,+4722693900,4.5
XuwUNSeVTHALMZ0JY_tgHA,Skandinavia,"Mathallen, Vulkan 5, 0182 Oslo, Norway",,,,5.0
FOMiV239jPAtNAB4ykirHw,Erlik Kaffe,"Akersgata 32, 0159 Oslo, Norway",59.91423,10.74304,+4721380360,5.0
exbVJx3FFDy0bBM1CVwNOg,Falafel Me,"Storgata 13, 0155 Oslo, Norway",59.9135857876348,10.7494360781193,,5.0
hpDawKsiNyvFjQX0avZ3Pw,Den Glade Italiener,"Grønlands torg, 0188 Oslo, Norway",59.9125874862123,10.7614237685023,+4724077006,5.0
7IaqQyo5gaPNxEgX57XAJw,Duc House,"Hammersborggata 9, 0181 Oslo, Norway",59.9149386007272,10.7522141933441,,5.0
MUUjMSTwCG-OQL155qbFGA,Hawaii Oslo,"Torggata 16, 0181 Oslo, Norway",59.91588,10.75073,+4792257011,5.0
qcaP4dXKdtrh74MgkonNRw,Sifa Restaurant,"Motzfeldts Gate 7, 0187 Oslo, Norway",59.9140091,10.7630796,+4722051717,4.5
nNb7QsDesYhuj97JAVkSkQ,W.B. Samson - Carl Berner,"Trondheimsveien 110, 0565 Oslo, Norway",59.9259026461599,10.7751571253047,+4722376159,4.5
uTQOuXmmLP9Clk796sOEbw,Handwerk,"Maridalsveien 15 E, 0175 Oslo, Norway",59.922580210735,10.7509882231218,+4722608500,4.5
xjgBTjogu7gOPrkm8hFo5A,Oslo Street Food,"Torggata 16, 0181 Oslo, Norway",59.915864,10.750842,+4722040044,4.0
Q4r1NikV3Ww5Qka7Rrqj6w,Brødbakerne Skøyen,"Karenslyst Allé 50, 0590 Oslo, Norway",59.9213845235766,10.6794553486034,+4722550365,4.5
2iMWSfL99nMQOmseyRyINw,Joe & The Juice,"Messepromenaden 2, 0279 Oslo, Norway",59.9209510709528,10.6812859411404,,5.0
YXJGsOY4GO2KxnVnlP47Ww,Santinos Skøyen,"Karenslyst allé 7, 0278 Oslo, Norway",59.9199304,10.6856358,+4723083060,4.0
uhhHyaTY3QMG6riHPSgI1Q,Texburger,"Drammensveien 215, 0281 Oslo, Norway",59.917736,10.659758,+4722508686,4.0
VNU6Odrf3FpFK5KSbK6DXg,Maschmanns Matmarked,"Karenslyst allé 51, 0279 Oslo, Norway",59.921531,10.680702,+4722553344,4.0
cfUZn7ryceIsT4OGVbjG4g,Japo Sushi,"Karenslyst Allé 9, 0278 Oslo, Norway",59.9205208,10.6836395,+4722554422,3.5
_1XuJISCzeToWjpTcjwHdg,Da Capo,"Drammensveien 130, 0277 Oslo, Norway",59.9214592,10.6880398,+4722561946,4.0
BAxaL2Duzg5-4c1a_3KliA,Rodeløkken Kafé,"Wedels vei 1, 0287 Oslo, Norway",59.9140015,10.6905699,+4722437228,4.0
VKSL3DUXfydiZkPL-zfUSQ,Kaffebrenneriet,"Karenslyst Allé 22, 0278 Oslo, Norway",59.920202550054,10.683591218208,+4722561324,3.5
L57Cy7QKcfgP58KjiqJI7w,Qui,"Karenlyst Allé 55, 0277 Oslo, Norway",59.921684977225,10.6787765118492,+4745208647,3.0
J9g9dkGYrEtjQPGZv5ugAg,Peppes Pizza - Skøyen,"Karenslyst Allé 18, 0278 Oslo, Norway",59.9198189,10.6837997,+4722225555,3.0
BD7lKCbrWhPIJBn7SXBPLw,Via Condotti,"Drammensveien 134, 0277 Oslo, Norway",59.9216614,10.6852398,+4722430668,3.0
IPBNr-uGrTLBihxFd1R_Rg,CaféRo,"Drammensveien 130, 0277 Oslo, Norway",59.9218825552542,10.6875366386109,,3.0
RpFugceRsP1bIUf-Rww5BA,La Villa Restaurant,"Tøyengata 2, 0190 Oslo, Norway",59.91278,10.7639099,+4722177111,5.0
6bzNWNBYb2iRGzXiVbzKHw,Green Taste Takeaway,"Oslo Gate 39 A, 0192 Oslo, Norway",59.9029694,10.7671804,+4721391477,4.5
hjh4ri5d-saO2mFZ3gK7lg,Galgen,"Strømsveien 1, 0657 Oslo, Norway",59.9079524,10.7829936,+4748512255,4.5
KvmdbcWQKKHmneXcjng_kQ,Adriatic Cafe +,"Helgesens gate 44, 0553 Oslo, Norway",59.9236603,10.7649498,+4740092244,5.0
d03KDT9zbFqB-oEQdGNUAw,Bon Lío,"Sofienberggata 17, 0558 Oslo, Norway",59.92223,10.76141,,5.0
rjDah29Buv_94-OECRJXLQ,MG10 Mad Goat Tap Room,"Mandalls Gate 10, 0190 Oslo, Norway",59.91109,10.76321,,5.0
udxwPsSNF59e7uzWOHvlgA,The Golden Chimp,"Heimdalsgata 37, 0578 Oslo, Norway",59.9141159279481,10.7674444145194,+4722199122,4.5
yVnzRo4UKC42iO3EHgzMgw,Saray Restaurant,"Trondheimsveien 10, 0560 Oslo, Norway",59.9194641,10.764267,+4721942222,4.5
v0anv9ktjOsrU6WZGsEC1Q,Kampen Bistro,"Bøgata 21, 0655 Oslo, Norway",59.9137298268737,10.7808065414429,+4722197708,4.5
4SgRtk9TkFBLgBy4-4li6w,Klosterenga Café & Bar,"Schweigaards gate 60 B, 0656 Oslo, Norway",59.9078655424121,10.7715634301647,+4741368291,5.0
hpDawKsiNyvFjQX0avZ3Pw,Den Glade Italiener,"Grønlands torg, 0188 Oslo, Norway",59.9125874862123,10.7614237685023,+4724077006,5.0
ggL_Nt8IYGMQwvccxWFVsg,Boulangerie M,"Sigurd Hoels vei 45, 0655 Oslo, Norway",59.9173096,10.7860756,+4790543253,5.0
gPhSbvq6J7VdOkElsK1pkw,Ladegården Cafe,"Oslo gate 13, 0192 Oslo, Norway",59.90618,10.76767,+4791591771,5.0
qcaP4dXKdtrh74MgkonNRw,Sifa Restaurant,"Motzfeldts Gate 7, 0187 Oslo, Norway",59.9140091,10.7630796,+4722051717,4.5
rjZ0r2qusrbWxYCyNc9kTA,Oslo Mekaniske Verksted,"Tøyenbekken 34, 0188 Oslo, Norway",59.911313879422,10.76233757925,+4797772040,4.0
btJcHMX-WTa153Z4xyuygw,Istanbul,"Trondheimsveien 8, 0560 Oslo, Norway",59.9192696,10.7637196,+4723409022,4.0
q9KHioTW6cXfTblEJIdYxA,Lahori Dera,"Norbygata 56, 0190 Oslo, Norway",59.9130211,10.7656727,+4790886212,4.0
lLjboMIo2CcVkiO4bkCJTg,Safe as Milk,"Gladengveien 4, 0661 Oslo, Norway",59.9151816,10.7884076,+4723891092,4.5
b8uy4RJhDm1hxXTFr_xNtA,Palmyra Cafe,"Norbygata 15 A, inngangen Motzfeldts gate 8, 0187 Oslo, Norway",59.9141884,10.7629878,+4722173535,4.0
efwIAU0fdUBksMLjkvLQsA,Olympen,"Grønlandsleiret 15, 0152 Oslo, Norway",59.9122581,10.76437,+4723271270,4.0
L8Ffgo8tWvo5LwjG9LY4lg,Kafe Asylet,"Grønland 28, 0188 Oslo, Norway",59.9128685,10.7624302,+4722170939,4.0
IxtPgFIltlGU_6A4X9VC1g,Sunshine's Take Away,"Toftes Gate 59, 0552 Oslo, Norway",59.9226279,10.7611051,+4721392277,4.0
VsF_AAN6d1pVlkECWx29sg,Flirt Cafe & Lounge,"Grønland 11, 0188 Oslo, Norway",59.9130645226597,10.759941313317,,5.0
cODUviCbqZb0eVTGt3XfQw,Kaffepilen,"Hertug Skules Gate 6, 0652 Oslo, Norway",59.9126816,10.7758703,+4722206700,5.0
2L5ZPiRU5Ei7WzVMyoST2A,Dr Pizza,"Galgeberg 3 A, 0657 Oslo, Norway",59.9075089,10.7804098,+4723240333,4.5
-sdrLJGJH36oGhVInGdRaA,Kinabolle,"Tøyengata 2, 0190 Oslo, Norway",59.91278,10.76391,+4798077274,5.0
pJD32wVZAZhX243_EHeqhQ,Anatolia Restaurant,"Økernveien 9, 0653 Oslo, Norway",59.9146100321684,10.7759646571258,+4722190803,4.0
R_48_iZrgx06wIG3mgk6OQ,Grønland Gym,"Rubina Ranas gate 3, 0190 Oslo, Norway",59.911491349223,10.7629238113979,+4793005597,5.0
v19KZbjs1V7u93Pp_Ee8aQ,Postkontoret,"Hagegata 27, Tøyen kulturhus, 0578 Oslo, Norway",59.91412,10.77505,+4745834885,4.0
exiGtfkO7PJ7O4NsjqN2Gg,Stockfleths Gamlebyen,"Munkegata 2, 0656 Oslo, Norway",59.908556995098,10.7682167781865,+4740092367,4.0
IfJ1UaCLeADILWed2D7z9Q,Pane e Vino,"Trondheimsveien 37, 0560 Oslo, Norway",59.92106929649,10.7703407144253,+4722686130,4.0
bXFQ6YgYgdErOAvj2hVuiA,Vårt Daglige Brød,"Schweigaardsgate 56, 0656 Oslo, Norway",59.908412436875,10.769567113191,+4723300600,4.0
u0QqSjG1_hJAgsPa7QvkQQ,Ararat Restaurant,"Oslo gate 18 B, 0192 Oslo, Norway",59.90507,10.76758,,4.5
AOzfXkFcNL16z2AMskHQ-g,Txotx,"Trondheimsveien 2, 0560 Oslo, Norway",59.918611,10.761019,+4792169062,4.5
2qHQx-BUk2-uer_cKaeeDg,Never Forget Sushi,"Strømsveien 24, 0658 Oslo, Norway",59.909006119002,10.78770695525,+4721680268,4.0
VE7oJRSv4b1ZAUq8pAcD2A,Handwerk Botaniske,"Sarsgate 1, 0562 Oslo, Norway",59.9182825301682,10.7703976344146,+4722608500,4.0
9aVK7wyiu_83xj33cLZnZw,Kafe Saba,"Hollendergata 10, 0190 Oslo, Norway",59.9103203,10.7672501,,4.5
d-JW34XH8Z71A0IRS81i-A,Roald & Umberto,"Schweigaards gate 56B, 0656 Oslo, Norway",59.9083989460856,10.7696421310225,+4724071972,4.0
nRsINUx547m3L7tFpF67uQ,Sawol,"Grønland 18, 0188 Oslo, Norway",59.913072762841,10.761270294469,+4745204381,4.0
Yoj9RoV7NkUs1qL96fr10Q,L'Oasis Mazze,"Trondheimsveien 14, 0560 Oslo, Norway",59.91959,10.7647276,+4722373166,4.0
g0w2TkFCiiz2QFfC7xFFDw,Dattera til Hagen,"Grønland 10, 0188 Oslo, Norway",59.913269,10.7601299,+4722171861,4.0
l5pU-eomICcV2uc6C-ZuHg,Kaffebrenneriet Grønlandsleiret,"Grønlandsleiret 32, 0190 Oslo, Norway",59.9116211,10.7669802,+4722461390,4.0
4iRttR1kyMNumIGZIK_uiQ,Javelin Coffee & Tea,"Bøgata 10 A, 0655 Oslo, Norway",59.9119226345906,10.7810425758362,+4723240311,4.0
C-jx8UE0_3kK6xcONrk2hg,GRÅDI,"Sørligata 40, 0651 Oslo, Norway",59.9143039181893,10.7714749671988,+4797880544,4.0
N6tQtCQdD1PuGCSEtQ0KJA,Wenches Cafè og Bar,"Schweigaardsgt 60 B, 0656 Oslo, Norway",59.9080391,10.7712803,+4722192566,4.5
gaVqiBc2K2b1se-lPjhEyA,Szechuan Chengdu Restaurant,"Trondheimsveien 64, 0565 Oslo, Norway",59.92309,10.77158,+4722385483,4.5
T7uJqrrru1-boMbfVLeDUQ,Human Mote,"Økernveien 9, 0653 Oslo, Norway",59.9145244968695,10.7761544783928,,3.5
WLQC2lBo5e7XmXHUizJ3Xw,Wasabi Sushi,"Hagegata 22-24, Tøyen senter, 0653 Oslo, Norway",59.9145641912681,10.7757106023603,+4721646409,3.5
IN56OVRFOCWjOx1vIH6Hhg,Trattoria Popolare,"Trondheimsveien 2, 0560 Oslo, Norway",59.918281,10.759959,+4740675231,3.5
21qgRByVKFNIod-ulYacTw,Thevas Bistro,"Herslebs gate 7, 0561 Oslo, Norway",59.9185257,10.7629766,+4722670948,3.5
gRCrUTgk7SL4HZ_ZJz20fA,OSLO RAW Bakery,"Ullevålsveien 82, 0359 Oslo, Norway",59.9328742724172,10.7342527806759,+4747091343,5.0
aWTw_nG2eQmakTX_VumWrg,Syverkiosken,"Maridalsveien 45 B, 0175 Oslo, Norway",59.9283791,10.75243,,5.0
ac9vgfrSHpXfuqdUPVWHxw,L'ardoise,"Thereses gate 20, 0354 Oslo, Norway",59.9292187783953,10.7330165866055,+4741378169,4.5
XcKTATAzGg4h9vjiKyhmyg,OsloK,"Jacob Aalls gate 54, 0364 Oslo, Norway",59.93169,10.725062,+4797759219,4.5
kdCveFR0kXUnVK3nsQ19CQ,Pizza Pancetta Majorstua,"Kirkeveien 69, 0364 Oslo, Norway",59.9303,10.719583,+4722599090,4.5
gijfUA5jrIAUmduCN-4HLA,Deiglig,"Problemveien 11, Fredrikkebygningen, 1. etg., 0313 Oslo, Norway",59.9405098,10.7213001,+4722853006,4.5
N3H1l7Q7KuK9On3IjqvRsw,Cru,"Ingelbrecht Knudssønsgate 1, 0365 Oslo, Norway",59.92733,10.7226496,+4723989898,4.5
Jno6esEIHzwUbwfGLZjoeQ,House Of Sushi,"Ole Vigs Gate 15, 0366 Oslo, Norway",59.9276314,10.7215643,+4723270023,4.5
omvm9AZiucmN1rIfxmHFpg,Habsak,"Kingos gate 1, 0457 Oslo, Norway",59.928349,10.7515063,+4721949099,4.5
5BcTE2GN6TIAoFuCrIGByw,Lofthus Samvirkelag Tranen,"Waldemar Thranes gate 70, 0173 Oslo, Norway",59.928142,10.749289,+4722600666,4.5
qm5v_htu044mwZHhBbApMA,Pizza Al Parco,"Thereses gate 42, 0168 Oslo, Norway",59.92699,10.73178,+4775751616,5.0
g4Nn9dk4MNIOvqffgHVrBA,Lofthus Samvirkelag Damplassen,"Damplassen 2, 0852 Oslo, Norway",59.94385,10.73278,,5.0
GLup2ULXRI8XlWPkq-kkSA,Åpent Bakeri Damplassen,"Damplassen 24-25, 0852 Oslo, Norway",59.944201,10.7328256,+4792047141,4.5
DtpOjy6GZ19u_1hbVSX3qA,Pauls Boutique,"Darres gate 1, 0175 Oslo, Norway",59.9274762931043,10.7510238508376,+4793253886,4.0
wK-1HhguxGZnEWouTwPXxA,Kaffegram,"Stockflethsgate 60, 0461 Oslo, Norway",59.93754467451,10.7516535762673,+4722351570,4.0
03NZxB9ClQ5kJIXFtk6alw,Espresso House,"Kirkeveien 166, 0450 Oslo, Norway",59.9380616314235,10.7352724832079,+4745940506,4.0
PqIcPFZOD7jGWomaCoVn4g,NRK-kantina,"Bjørnstjerne Bjørnsons plass, 0340 Oslo, Norway",59.9350395,10.7170696,,4.5
BnBc5_aYL4uTZCKNa-uEFA,Kaffebrenneriet,"Dannevigsveien 18, 0463 Oslo, Norway",59.937466422814,10.752476190007,+4722461390,4.0
ZSIcf4ECeb9kz06E9mot8Q,Gutta Fra Calcutta,"Waldemar Thranes Gate 65, 0173 Oslo, Norway",59.9277878,10.7494001,+4722714200,4.0
rwH5HtEYlG80bfI6gvLaJw,Godt Brød,"Theresesgate 33, 0168 Oslo, Norway",59.927709,10.7320008,+4723202260,4.0
KHhAsJqWrhAIYOdJScK2TQ,Uten Oppskrift,"Bjerregaards Gate 51, 0174 Oslo, Norway",59.9269218,10.7494202,+4790845622,5.0
p9X-Z4pFc_Tz1SptTnxsBw,Ekte Vare,"Dannevigsveien 18C, 0463 Oslo, Norway",59.9373672148522,10.7526758685708,+4740179422,5.0
9CjyE-T4pcveYm9Gb4Vyxw,Fredrikkebygningen,"Problemveien 11, 0313 Oslo, Norway",59.9405098,10.7213001,+4722855050,5.0
H6ZFHBa5EOXYbDJnIWj5Wg,Baker Hansen Schultzgate,"Schultzgate 1, 0365 Oslo, Norway",59.9274655983938,10.7205575252495,+4794023220,4.0
lL9Gx7RM-LhUW61d1-BAJQ,Brødbakerne Bislett,"Pilestredet 75 C, 0354 Oslo, Norway",59.9268797631823,10.7287761734497,+4791177174,4.5
RAcxJliyQVERH3j-9XjiqQ,Bicks Smart Environment,"Vestgrensa 2, 0851 Oslo, Norway",59.94079,10.72913,+4791521010,5.0
a9z9Pi6HI-5VTVI38_jCCQ,SVFF U1,"Eilert Sunds hus, Moltke Moes vei 31, 0851 Oslo, Norway",59.94135,10.72521,+4722844170,4.0
cTPk0FClNgBu2ItcPkng0w,Colonel Mustard,"Darres gate 2, 0173 Oslo, Norway",59.927897479393,10.751527246894,+4721950500,4.0
EtNvWtgH5Eh68bxtPgeCug,Sushi Adamstuen,"Ullevålsveien 95, 0359 Oslo, Norway",59.9328939011938,10.7334751343933,+4722960096,4.5
hQiAtiI1ibAXq9PQTve-hQ,Heim Gastropub,"Colletts gate 33, 0169 Oslo, Norway",59.9270716326466,10.7384132221341,,4.0
kxmUhjP8FYwsfOtbFegTxg,RF-kjelleren,"Moltke Moes vei 35, 0851 Oslo, Norway",59.9400291,10.7237101,+4722855837,4.5
rXQjYrbGhK0HZ27NRMrvqw,Baker Hansen Adamstuen,"Ullevålsveien 95, 0359 Oslo, Norway",59.9328842,10.7335148,+4722468173,4.0
b7FUhx8yyR3n5C4nzlnHug,Cafe Afrikaden,"Pilestredet 75 C, 0354 Oslo, Norway",59.9269485,10.72861,+4721396106,4.5
-vN6VRJR6DeEzCeb_kk9Bg,Sagene samfunnshus,"Kristiansandsgate 2, 0463 Oslo, Norway",59.9382706,10.7528095,+4723474790,3.5
Viep9TqWRQKb3GATwKFzCA,Uglebo,"NIels Henrik Abels vei 36, 0313 Oslo, Norway",59.9420824,10.7236864,+4722854461,3.5
H75PYc9-MwAkmQrImmZmig,SV-kaféen Trygve,"Molkte Moes vei 31, 0851 Oslo, Norway",59.941349,10.7252102,+4722853395,3.5
2c9F-F6TF-PbiM9u04S3YQ,Bamboo,"Stockfleths gate 53, 0461 Oslo, Norway",59.936863,10.752368,+4722714220,3.5
GKI5hgKZjRS-USv8sJRilQ,Kafé Niels,"Niels Henrik Abels Vei 36, 0313 Oslo, Norway",59.9420815,10.72369,+4722853380,3.5
GrCmY7Q__GgiC9Iedeyyrw,Kafé Uglemor,"Problemveien 7, 0313 Oslo, Norway",59.9401283,10.7202902,,4.0
xAA8EM6f3dc87uUWknpAMw,Villa Paradiso Majorstuen,"Jacob Aalls gate 28, 0364 Oslo, Norway",59.9295669127948,10.7194729270125,+4722354060,4.0
Xed_gDnNVTBiPZ60MwAhpg,Helt Rått,"Stockfleths gate 51, 0461 Oslo, Norway",59.9363441,10.752305,+4723409400,3.5
O-NKrRMjl8kSWd1KLdwX8Q,Kaffekoppkafe,"Ullevålsveien 82 B, 0454 Oslo, Norway",59.93292,10.7344,+4722467507,4.0
xQIcpOulhIQpQUsnNe0eLA,Pals Fabrikkutsalg,"Pilestredet 75D, 0354 Oslo, Norway",59.92738,10.72845,+4722468673,4.0
BnO4HKo6Xt7ZGHMMmnN7bg,Lille Valkyrien Kaffe og Tehus,"Jacob Aalls Gate 17 A, 0364 Oslo, Norway",59.9288272872238,10.7182536150394,+4790601585,4.0
Bhqraa51T3zUj2UCMo4BqA,Espresso House,"Valkyriegata 9, 0366 Oslo, Norway",59.9289042,10.7175756,+4721064809,3.5
ozMs85Z57jF2RawdI0Gbxw,Valkyrien Grill,"Valkyrie Plass, 0366 Oslo, Norway",59.9282887758319,10.7180578505815,+4722469301,3.0
BmHxfUUwjaR7Kfxbiq6eEg,Kaffebrenneriet,"Thereses Gate 35 B, 0354 Oslo, Norway",59.9274406,10.7311602,+4722461390,3.0
GcJTFcbNLVjqyevqYcC37g,Frederikke kafé,"Fredrikkebygningen, 1. etg., Problemveien 11, 0313 Oslo, Norway",59.9405098,10.7213001,+4722853378,3.0
HDGYikg6n_yOLYARK-umIQ,Universitetsbiblioteket/ Georg Sverdrups Hus,"Moltke Moes vei 39, 0851 Oslo, Norway",59.9389381,10.7211399,,3.5
kOnXgRI_vxVHd9Jx3Vqn3A,Escape,"Gaustadalléen 23 B, 0373 Oslo, Norway",59.943048353474,10.7178616552948,+4722843004,3.5
cAG1s3UZosdF9e7WZzGMpg,Picasso Pizza,"Sannergata 30, 0557 Oslo, Norway",59.9288559,10.7651739,,5.0
_udObTLAN6eJe35wTzt0sA,Stangeriet,"Vulkan 5, 0178 Oslo, Norway",59.9223593,10.7516904,+4790418454,5.0
gRCrUTgk7SL4HZ_ZJz20fA,OSLO RAW Bakery,"Ullevålsveien 82, 0359 Oslo, Norway",59.9328742724172,10.7342527806759,+4747091343,5.0
aWTw_nG2eQmakTX_VumWrg,Syverkiosken,"Maridalsveien 45 B, 0175 Oslo, Norway",59.9283791,10.75243,,5.0
sEOoYxHVmxYN6_ZzZfkcJA,Vesuvio Café,"Bjerregaards gate 29 B, 0172 Oslo, Norway",59.92502,10.74574,+4791878986,5.0
6zsC214Pq3syBL0I7aB7hg,Åpent Bakeri Frydenlund,"Frydenlundgata 2, 0169 Oslo, Norway",59.9233932,10.7364063,+4794024103,4.5
ac9vgfrSHpXfuqdUPVWHxw,L'ardoise,"Thereses gate 20, 0354 Oslo, Norway",59.9292187783953,10.7330165866055,+4741378169,4.5
VwSOI__CV48zf39tj3OrDA,Champagneria Bodega,"Vulkan 5, 0178 Oslo, Norway",59.922345,10.752224,+4721627575,4.5
syrg9fvCsKOVSHvty5xs3g,Tim Wendelboe,"Grüners Gate 1, 0552 Oslo, Norway",59.9233937,10.7556375,+4794431627,4.5
c8BqZX1z1SI679YSWrMRqw,Habits Coffee,"Pilestredet 55, 0355 Oslo, Norway",59.9229631,10.7317762,+4796663110,4.5
_HU--ykNKoRUj2gRuUNlPA,Haralds Vaffel,"Olaf Ryes plass 3, 0552 Oslo, Norway",59.9222184,10.7580813,+4792223230,4.5
BOWM2A0fkSFDNTk4hRbU3g,Supreme Roastworks,"Thorvald Meyersgate 18, 0555 Oslo, Norway",59.927945,10.7592549,+4722714202,4.5
Cpocy_J7YqAg0KJiYprQ2w,Poke Bowl Oslo,"Thereses gate 52, 0354 Oslo, Norway",59.9258812703952,10.7312923853195,+4790998863,4.5
